#,プロジェクト,トラッカー,親チケット,親チケットの題名,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,合計予定工数,進捗率,作成日,終了日,最終更新者,関連するチケット,ファイル,実開始日,実終了日,残工数(Lychee),合計残工数(Lychee),プライベート,説明,最新のコメント
157208,業務アシスタント作成検討,タスク,163873,【API化】プロキシサーバ上で利用先を分岐,終了,通常,reasoningモデルのAPI追加,Mさん,"",2025/05/14 12:57,"",sprint#46,2025/04/15,2025/04/25,"","",0,2025/03/27 15:49,2025/05/14 12:57,Fさん,"","",2025/05/14,2025/05/14,0.00,0.00,いいえ,"アーキ構成を変える必要があるかも。
・モデルラインナップ
・キー認証",次スプリントに移動
157195,O-Beya（マルチエージェント）,課題,"","",終了,通常,課題：会話履歴にモードが残っていない場合にテンプレートを登録しようとすると決まった値で登録されてしまう,Eさん,"",2025/04/10 16:28,"",Sprint#17,2025/03/26,2025/03/31,"","",0,2025/03/27 13:59,2025/04/10 16:28,Eさん,"","",2025/03/27,2025/04/10,0.00,0.00,いいえ,"大西さんと相談し、対応しない方針に決定

summary history モード
discussion モードはOFF",""
157145,O-Beya（マルチエージェント）,タスク,"","",終了,通常,開発フローに新しいドキュメントを追加,Eさん,Eさん,2025/04/21 15:09,"",Sprint#18,2025/04/01,2025/04/15,"","",0,2025/03/27 09:25,2025/04/21 15:09,Eさん,"","",2025/04/02,2025/04/21,0.00,0.00,いいえ,"",2025/04/15 共有済
157054,走行制御DRアシスタント,タスク,"","",終了,通常,① 推論時に、「何がどう変わったのか」という日本文にしたら精度が変わるか ,Fさん,Dさん,2025/04/03 09:22,"",Sprint#5,2025/03/26,2025/03/31,"","",0,2025/03/26 14:02,2025/04/03 09:22,Dさん,"","",2025/03/28,2025/04/03,0.00,0.00,いいえ,"","2025/04/01 寺田さんに主語述語入りの要求文章をいただくまで、待ち。
定例にて、プロンプト調整だけでは専門用語に対応しきれないという結論になったので、これ以上は検証しない。"
157052,業務アシスタント作成検討,タスク,"","",終了,通常,４Q振り返り（レトロスペクティブ）,Fさん,Mさん,2025/04/03 16:39,"",Sprint#44,2025/03/26,2025/03/31,"","",0,2025/03/26 13:57,2025/04/03 16:39,Dさん,"","",2025/04/02,2025/04/03,0.00,0.00,いいえ,"",""
157051,業務アシスタント作成検討,課題,"","",終了,通常,【INCA】課題：TMC_VM上でのpadログインエラー,Fさん,"",2025/04/02 11:33,"",Sprint#44,2025/03/26,2025/03/31,"","",0,2025/03/26 13:53,2025/04/02 11:32,Cさん,"","",2025/04/02,2025/04/02,0.00,0.00,いいえ,実機で作業することになったので作業なし,""
157050,データ化ツール,タスク,"","",終了,通常,【M365Copilot】「ブラウザ切替案」をTMC環境でトライ,Fさん,Cさん,2025/05/12 10:52,"",sprint#1,2025/04/02,2025/04/15,"","",0,2025/03/26 13:52,2025/05/12 10:52,Iさん,"","",2025/04/10,2025/05/12,0.00,0.00,いいえ,"",遊体機から最新の端末にするので、4/21移行に再トライ
157049,業務アシスタント作成検討,タスク,"","",終了,通常,【INCA】「ブラウザ切替案」をTS環境でトライ,Fさん,Cさん,2025/04/03 16:40,"",Sprint#44,2025/03/26,2025/03/31,"","",0,2025/03/26 13:52,2025/04/03 16:40,Dさん,"","",2025/03/28,2025/04/03,0.00,0.00,いいえ,"",""
157034,MatlabCoDriver,タスク,"","",終了,通常,スルーテスト仕様書作成,Fさん,Bさん,2025/04/16 10:38,"",sprint#7,2025/04/01,2025/04/15,"","",0,2025/03/26 13:08,2025/04/16 10:38,Bさん,"","",2025/04/02,2025/04/16,0.00,0.00,いいえ,"4/4 午後に作成終了予定、その後レビュ依頼を出します。
",IVISレビュの指摘修正中。
156990,業務アシスタント-制御設計サポートAI,タスク,156977,No25_STEP1-1の修正分詳細設計書作成_完了分,終了,通常,make_ev_matrix関数,Aさん,"",2025/04/07 14:41,"",Sprint♯21,2025/03/26,2025/03/31,"","",100,2025/03/26 11:26,2025/04/07 14:41,Oさん,"","",2025/03/26,2025/04/07,0.00,0.00,いいえ,"",""
156984,業務アシスタント-制御設計サポートAI,タスク,156965,No25_現状ソースの複製,終了,通常,Functions側(mainブランチのみ),Aさん,"",2025/04/07 14:41,"",Sprint♯21,2025/03/26,2025/03/31,"","",100,2025/03/26 11:21,2025/04/07 14:41,Oさん,"","",2025/03/27,2025/04/07,0.00,0.00,いいえ,"",""
156983,業務アシスタント-制御設計サポートAI,タスク,156965,No25_現状ソースの複製,終了,通常,"AppService側(main,developブランチ共に)",Aさん,"",2025/04/07 14:41,"",Sprint♯21,2025/03/26,2025/03/31,"","",100,2025/03/26 11:20,2025/04/07 14:41,Oさん,"","",2025/03/27,2025/04/07,0.00,0.00,いいえ,"main,developブランチで現状ソースに差異(プロンプト編集機能の有無)があるため、両方とも複製",developブランチへの複製方法検討中
156982,業務アシスタント-制御設計サポートAI,タスク,156963,No25_新規リポジトリ作成,終了,通常,Functions側,Aさん,"",2025/04/07 14:41,"",Sprint♯21,2025/03/26,2025/03/31,"","",100,2025/03/26 11:20,2025/04/07 14:41,Oさん,"","",2025/03/26,2025/04/07,0.00,0.00,いいえ,"",""
156981,業務アシスタント-制御設計サポートAI,タスク,156963,No25_新規リポジトリ作成,終了,通常,AppService側,Aさん,"",2025/04/07 14:41,"",Sprint♯21,2025/03/26,2025/03/31,"","",100,2025/03/26 11:20,2025/04/07 14:41,Oさん,"","",2025/03/26,2025/04/07,0.00,0.00,いいえ,"",""
156980,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_STEP1-1にいれる課題修正の調査/検討,Aさん,Oさん,2025/04/07 14:41,"",Sprint♯21,2025/03/26,2025/03/31,"","",100,2025/03/26 11:20,2025/04/07 14:41,Oさん,"","",2025/03/26,2025/04/07,0.00,0.00,いいえ,"TSさんトライでわかったエラーやSTEP1-1改修で出る課題の調査/検討


\\es-sv1\各部\制御エンジニアリング部\21.Project\業務アシスタント\public\制御設計AI\02_sprint\sprint#20※4Q検収対象外\改善案_STEPごとのツール構想\調査
No25_実装検討・調査.xlsx","3/31 行列幅の自動調整の調査：openpyxlでは不可。手動指定(固定幅)の方法のみ。
※文字数やフォントサイズを取得して計算して指定値決める。
※エクセルの入った環境であればエクセル操作させられるため可能ではある。"
156979,O-Beya（マルチエージェント）,タスク,163533,開発課題：不要なimportや変数がある,終了,通常,ソースコードリファクタ：mode削除,Eさん,"",2025/05/27 18:45,"",Sprint#20,2025/04/26,2025/05/27,"","",0,2025/03/26 11:11,2025/05/27 18:45,Eさん,"","",2025/05/21,2025/05/27,0.00,0.00,いいえ,"mode=""rapid""としているところ
フロントエンドとバックエンドの両方で修正が必要",2025/05/21 完了
156977,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_STEP1-1の修正分詳細設計書作成_完了分,Aさん,Aさん,2025/04/07 14:41,"",Sprint♯21,2025/03/26,2025/03/31,"",0.00,100,2025/03/26 10:59,2025/04/07 14:41,Oさん,"","",2025/03/26,2025/04/07,0.00,0.00,いいえ,"",""
156976,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_STEP1-1の修正箇所確認,Aさん,Oさん,2025/04/01 10:13,"",Sprint♯21,2025/03/26,2025/03/31,"","",0,2025/03/26 10:58,2025/04/01 10:13,Oさん,"","",2025/03/28,2025/04/01,0.00,0.00,いいえ,3/25の打合せ内容とこれまでの検討内容に齟齬がないか確認,"想定の動きとの差異はない。
仕様・設計フェーズに進み、その中で細かいところは都度田中さんと詰めていく。
（ロジック面も。）"
156965,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_現状ソースの複製,Aさん,Aさん,2025/04/07 14:41,"",Sprint♯21,2025/03/26,2025/03/31,"",0.00,100,2025/03/26 10:57,2025/04/07 14:41,Oさん,"","",2025/03/27,2025/04/07,0.00,0.00,いいえ,"",""
156963,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_新規リポジトリ作成,Aさん,Aさん,2025/04/07 14:41,"",Sprint♯21,2025/03/26,2025/03/31,"",0.00,100,2025/03/26 10:57,2025/04/07 14:41,Oさん,"","",2025/03/26,2025/04/07,0.00,0.00,いいえ,"AppService側「ALM-EVMatrix-WebApp」
Functions側「ALM-EVMatrix-API」",""
156871,O-Beya（マルチエージェント）,課題,"","",進行中,通常,課題：会話フローテンプレート登録機能でセッションが選択されていないエラーが表示されない,Eさん,"",2025/05/27 18:15,"","",2025/05/07,"","","",0,2025/03/26 10:10,"",Eさん,"","",2025/05/26,"","","",いいえ,"",2025/05/26 優先度低下のためプロダクトバックログに移動
156848,O-Beya（マルチエージェント）,タスク,"","",終了,通常,本番環境デプロイ,Eさん,Eさん,2025/04/10 16:28,"",Sprint#17,2025/03/26,2025/03/31,"","",0,2025/03/26 08:59,2025/04/10 16:28,Eさん,"","",2025/03/27,2025/04/10,0.00,0.00,いいえ,"",2025/03/27 リリース完了
156845,MatlabCoDriver,タスク,"","",終了,通常,【MatlabCodriver】デプロイ,Fさん,Cさん,2025/04/02 10:34,"",sprint#6,2025/03/26,2025/03/31,"","",0,2025/03/26 08:52,2025/04/02 10:34,Bさん,"","",2025/03/31,2025/04/02,0.00,0.00,いいえ,"",""
156844,MatlabCoDriver,タスク,"","",終了,通常,【MatlabCodriver】Functionリソース作成（専用プラン）,Fさん,Cさん,2025/04/02 10:34,"",sprint#6,2025/03/26,2025/03/31,"","",0,2025/03/26 08:49,2025/04/02 10:34,Bさん,"","",2025/03/28,2025/04/02,0.00,0.00,いいえ,"","タスク全て完了
"
156843,MatlabCoDriver,タスク,"","",進行中,通常,課題：Flex従量課金プランのFunction上でデプロイエラー,Fさん,Cさん,2025/06/17 09:43,"",sprint#11,2025/06/11,2025/06/24,"",0.00,0,2025/03/26 08:44,"",Bさん,"","",2025/06/17,"","",0.00,いいえ,"証跡　\\es-sv1\各部\制御エンジニアリング部\21.Project\業務アシスタント\public\99_IVIS内共有\01_業務アシスタント\03_sprint\sprint#41\MatlabCodriver　Function作成

snet013
\\es-sv1\各部\制御エンジニアリング部\21.Project\業務アシスタント\public\汎用RAG\31_環境整備\TMC契約Azure
 ","作成済み
・function
・strageアカウント
・診断設定
・vnet統合(spoke-013)
できていないこと
・Application Insite作成
・デプロイ"
156792,O-Beya（マルチエージェント）,タスク,"","",終了,通常,推論エラーハンドリングリファクタ,Eさん,Eさん,2025/04/10 16:28,"",Sprint#17,2025/03/12,2025/03/25,"",0.00,100,2025/03/25 17:36,2025/04/10 16:28,Eさん,"","",2025/03/26,2025/04/10,0.00,0.00,いいえ,推論エラーハンドリングは優先度を上げて緊急で対応したため、ソースコードのリファクタやドキュメント整理が必要,""
156763,O-Beya（マルチエージェント）,タスク,"","",終了,通常,設計書への日付追加,Eさん,Dさん,2025/04/21 15:10,"",Sprint#18,2025/04/01,2025/04/15,"","",0,2025/03/25 15:06,2025/04/21 15:10,Eさん,"","",2025/04/04,2025/04/21,0.00,0.00,いいえ,2025年1Q以降の検収に必要なため,プルリク＆レビュ完了。
156744,業務アシスタント作成検討,タスク,163873,【API化】プロキシサーバ上で利用先を分岐,終了,通常,DocumentInteligenceを試行できるようにする,Aさん,"",2025/05/14 12:57,"",sprint#46,2025/04/15,2025/04/25,"","",0,2025/03/25 12:50,2025/05/14 12:57,Fさん,"","",2025/04/17,2025/05/14,0.00,0.00,いいえ,"3/25のスプリントレビューにて田中さんから検討依頼→PoC関連のタスクとしてバックログ登録

APIの作成先は以下のに構築。
[func-assistant-api](https://portal.azure.com/#@toyotajp.onmicrosoft.com/asset/WebsitesExtension/Website/subscriptions/d7b70abc-2488-4116-b9ee-1ebeff6a7b97/resourceGroups/rg-spoke-002-poc-assistant-japaneast-001/providers/Microsoft.Web/sites/func-assistant-api)

gitはこちら
[ALM-Codriver-API](https://github.com/toyotasystems/ALM-CoDriver-API)","Aさん さんは書きました:
> 3/25のスプリントレビューにて田中さんから検討依頼→PoC関連のタスクとしてバックログ登録

CAPTの精度検証の際に使っていたスクリプトを横展"
156692,O-Beya（マルチエージェント）,タスク,"","",終了,通常,単語検索機能バグの振り返り,Eさん,"",2025/04/10 16:28,"",Sprint#17,2025/03/26,2025/04/08,"","",0,2025/03/25 09:57,2025/04/10 16:28,Eさん,"","",2025/04/03,2025/04/10,0.00,0.00,いいえ,"",2025/04/03 続きは次のスプリントで実施
156691,O-Beya（マルチエージェント）,タスク,"","",終了,通常,専門家グループの課題対応続き,Eさん,Gさん,2025/05/14 13:00,"",Sprint#19,2025/04/16,2025/04/25,"","",0,2025/03/25 09:56,2025/05/14 13:00,Eさん,"","",2025/04/23,2025/05/14,0.00,0.00,いいえ,エージェントをstayAgentsに戻す時の課題,"2025/04/01 修正の目途が立った
- ZENさんの回答に対応
- AccordionItemより内側をgroupSortableContainersに入れる
- setGroupContainersをuseEffectで使用
```
  // ドラッグアンドドロップを可能なエージェントグループリスト    
  const [group_containers, setGroupContainers] = useState<string[]>(agentOptions.map(agent => `stayAgents-${agent.group}`));
 
  useEffect(() => {
    setGroupContainers(agentOptions.map(agent => `stayAgents-${agent.group}`))
    console.log(`group_containersを表示しました。`)
  }, [agentOptions])
```"
156603,O-Beya（マルチエージェント）,タスク,"","",終了,通常,単語検索機能のエラー対応,Eさん,Dさん,2025/03/26 12:50,"",Sprint#16,2025/03/12,2025/03/25,"","",0,2025/03/24 15:16,2025/03/26 12:50,Eさん,"","",2025/03/24,2025/03/26,0.00,0.00,いいえ,汎用アプリ本番環境のAPIを修正⇒リリースまで,""
156602,O-Beya（マルチエージェント）,タスク,"","",終了,通常,Stagingデプロイに向けてマージ,Eさん,Eさん,2025/03/26 12:50,"",Sprint#16,2025/03/12,2025/03/25,"","",0,2025/03/24 15:14,2025/03/26 12:50,Eさん,"","",2025/03/24,2025/03/26,0.00,0.00,いいえ,会話フローテンプレート、エージェントグループ、推論エラーハンドリングをマージ,""
156587,O-Beya（マルチエージェント）,タスク,156792,推論エラーハンドリングリファクタ,終了,通常,スルーテスト仕様書最新版共有,Eさん,Eさん,2025/04/10 16:28,"",Sprint#17,2025/03/12,2025/03/25,"","",0,2025/03/24 11:15,2025/04/10 16:28,Eさん,"","",2025/03/27,2025/04/10,0.00,0.00,いいえ,"",2025/03/27 野村さんへ共有済
156550,MatlabCoDriver,タスク,"","",終了,通常,検収用の動画作成,Fさん,Bさん,2025/03/26 08:47,"",sprint#5,2025/03/12,2025/03/25,"","",0,2025/03/24 09:17,2025/03/24 09:18,Fさん,"","",2025/03/24,2025/03/24,0.00,0.00,いいえ,"",スタブAPUで動作作成実施。共有済み。
156549,MatlabCoDriver,タスク,155953,【MatlabCodriver】Matlabクライアント側実装(C#)_単体テスト 続き,終了,通常,単体テストレビュ,Fさん,Fさん,2025/03/26 08:41,"",sprint#5,2025/03/12,2025/03/25,"","",0,2025/03/24 09:15,2025/03/26 08:41,Fさん,"","",2025/03/24,2025/03/26,0.00,0.00,いいえ,"",""
156491,走行制御DRアシスタント,タスク,"","",終了,通常,仮PoC版アプリの情報共有,Mさん,Mさん,2025/03/26 14:01,"",Sprint#4,2025/03/19,2025/03/25,"","",0,2025/03/21 13:26,2025/03/26 14:01,Fさん,"","",2025/03/26,2025/03/26,0.00,0.00,いいえ,"",""
156490,O-Beya（マルチエージェント）,課題,"","",新規,通常,課題：会話フローテンプレート登録  テンプレート名の後ろに半角スペースがあった場合に別名として登録される,Eさん,"",2025/03/21 13:27,"","",2025/03/21,"","","",0,2025/03/21 13:23,"",Eさん,"","","","","","",いいえ,"",""
156481,走行制御DRアシスタント,タスク,"","",終了,通常,Excelマクロ：類似度カラムを追加,Mさん,Fさん,2025/03/26 14:01,"",Sprint#4,2025/03/19,2025/03/25,"","",0,2025/03/21 13:09,2025/03/26 14:01,Fさん,"","",2025/03/21,2025/03/26,0.00,0.00,いいえ,"",""
156480,走行制御DRアシスタント,タスク,"","",終了,通常,Excelマクロ：類似度で降順ソート,Mさん,Fさん,2025/03/26 14:01,"",Sprint#4,2025/03/19,2025/03/25,"","",0,2025/03/21 13:08,2025/03/26 14:01,Fさん,"","",2025/03/21,2025/03/26,0.00,0.00,いいえ,"",""
156457,業務アシスタント作成検討,タスク,"","",終了,通常,【汎用アプリ】本番リリース（バグ対応）,Fさん,Dさん,2025/03/25 16:07,"",Sprint#43,2025/03/12,2025/03/25,"","",0,2025/03/21 11:18,2025/03/25 16:07,Dさん,"","",2025/03/21,2025/03/25,0.00,0.00,いいえ,"日程：
　3/21 本番スロットへリリース（スワップ）
デプロイ内容：
　バグ修正）OpenAIタイムアウト時間の設定機能追加",""
